Vehicle_ID,Make_and_Model,Year_of_Manufacture,Vehicle_Type,Usage_Hours,Route_Info,Load_Capacity,Actual_Load,Last_Maintenance_Date,Maintenance_Type,Maintenance_Cost,Engine_Temperature,Tire_Pressure,Fuel_Consumption,Battery_Status,Vibration_Levels,Oil_Quality,Brake_Condition,Failure_History,Anomalies_Detected,Predictive_Score,Maintenance_Required,Weather_Conditions,Road_Conditions,Delivery_Times,Downtime_Maintenance,Impact_on_Efficiency,Severity_Score,Maintenance_Level,Maintenance_Level_Code
26721.66485107481,Volvo FH,2014.952065920125,Van,3882.759556496844,Rural,45.9036357533323,41.837999195798325,2023-04-12,Engine Overhaul,2719.7817227196438,120.0,54.93228903855877,6.256251891319823,44.99958283268552,1.5833651580075767,80.29948883722511,Good,0.0076591654822784,-0.0057016301603749,0.0436483386315414,0,Clear,Rural,45.429361166417145,-0.101376731164485,0.1268863832751328,0.1612771946969564,Normal,0
59096.88456321534,Ford F-150,2021.955348470832,Truck,3133.8690723096643,Urban,9.972567422379964,10.77606312266745,2024-01-08,Engine Overhaul,3627.9748553593954,120.0,54.98728092367917,5.178838246172962,44.98880360466727,1.6513676989801094,69.89589279178246,Good,-0.0086514223886007,0.0041287781562752,0.1347150652823761,0,Clear,Rural,39.307531743759725,0.0627233807734575,0.0994345488845478,0.2240153050641021,Normal,0
41923.225585803855,Chevy Silverado,2020.0532025429932,Truck,4342.816755689609,Urban,3.323577604632556,2.603992619654377,2023-08-22,Engine Overhaul,5526.353176614488,120.0,19.891617778841184,8.48735772333848,44.99761756194601,6.622228491478903,70.0073111474491,Good,0.0034486205739927,-0.0062493270605611,0.1497887025526886,0,Snowy,Urban,31.949911613498813,-0.0207727250883622,0.2084043821101338,0.3609581702822846,Normal,0
71940.55000623177,Chevy Silverado,2005.9577376214424,Truck,9654.31148706892,Rural,4.023934423435025,3.886500365196264,2024-02-18,Engine Overhaul,3330.438128435056,120.0,54.87875983308213,16.988532882730432,44.9766663118393,3.5686576519875257,91.46194281558397,Good,0.004119698984362,0.0113022362980603,0.3053475460883081,0,Clear,Rural,56.9550863573118,0.0179331461348022,0.110193713125935,0.3383008678345403,Normal,0
53271.0,Ford F-150,2014.0,Van,816.0,Urban,13.886886205340382,10.756742727350046,2023-02-27,Engine Overhaul,3337.739379785521,120.0,55.0,5.476935358418759,45.0,0.5422694478058299,79.16665362455633,Fair,0.0,0.0,0.1230648322660962,0,Rainy,Highway,245.0368269435241,0.0,0.1508586184338498,0.204872856062709,Normal,0
46091.0,Ford F-150,2005.0,Truck,4896.0,Urban,30.96166633157431,35.89724808061072,2024-02-08,Engine Overhaul,5623.967295701177,120.0,25.50879014995332,7.507802096214232,45.0,3.6048189958370656,100.0,Good,0.0,0.0,0.03435610955569,0,Clear,Highway,30.0,0.0,0.1,0.318925261647588,Normal,0
81462.54481835461,Ford F-150,2005.0604249063065,Truck,1612.931499493401,Highway,54.75841444421203,40.28892102713196,2023-03-16,Engine Overhaul,2239.042237513485,120.0,34.756649689264634,4.977570954449739,49.98777311544629,0.912827472935189,82.28059506727546,Fair,-0.002117902338969,0.0088296262519393,0.0462597616215701,0,Rainy,Highway,133.09672480871166,0.0026505463064135,0.3696511841119707,0.1276577008508865,Normal,0
1524.0,Ford F-150,2008.0,Truck,5525.0,Rural,16.416458985282922,13.68667932195154,2023-05-24,Engine Overhaul,3815.44075002769,120.0,20.0,5.403056289641591,45.0,0.1876667183799174,70.5133277947613,Good,0.0,0.0,0.1498677524493573,0,Rainy,Urban,147.46705021047148,0.0,0.1,0.2343144767562283,Normal,0
78498.55880959668,Chevy Silverado,2020.0030273463308,Truck,900.9736232272404,Rural,28.9078694417618,23.23047080447637,2023-06-27,Engine Overhaul,5100.42238857774,120.0,54.94361710639593,20.041451277827143,44.98127279743922,5.152782555696509,77.12107619333254,Good,0.0047188539810335,-0.0121716601574554,0.4168116329311077,0,Snowy,Highway,29.92954461899204,0.011316131849786,0.1000477776944165,0.4805223219286147,Normal,0
12310.0,Chevy Silverado,2020.0,Truck,443.0,Highway,11.504461139222064,13.184845936890069,2024-02-15,Engine Overhaul,3150.730418248288,120.0,20.0,20.0,50.0,1.7831548372568644,96.51679490151191,Good,0.0,0.0,0.2070309079508486,0,Clear,Highway,30.242391147114542,0.0,0.2099021662370667,0.3158836033080111,Normal,0
79943.94347687553,Ford F-150,2019.0116122926715,Truck,5347.328813070305,Rural,19.53016987927438,17.475672150675862,2023-03-27,Engine Overhaul,4652.208911226888,120.0,20.08132418823064,19.917246352628545,45.01212048829938,1.8239652512465947,77.1108768950435,Good,-0.0035941210224598,-0.0019477104611042,0.194932736457467,0,Rainy,Highway,71.28956727459642,-0.0232035519189421,0.1125774937776648,0.3871952191140405,Normal,0
19422.64955993107,Chevy Silverado,2009.1592618894936,Van,173.56646467271403,Urban,111.39690364888878,81.55330618398716,2024-02-07,Engine Overhaul,4748.286519396891,120.0,39.84436566988412,19.96450102738444,45.00834898709625,1.970768491874295,85.98506737479879,Fair,0.0041081598595279,-0.0020703722324401,0.0959813003363122,0,Clear,Rural,77.440974915808,0.0167274670964608,0.3110391624419957,0.3667643898388142,Normal,0
23573.58118518394,Chevy Silverado,2022.0114598534935,Van,4049.8914532830554,Rural,0.6209100864501537,0.5035111182765942,2023-03-30,Engine Overhaul,2201.5095851818364,120.0,55.13970819428513,5.024546103551183,44.999510893579945,2.7892981868572577,81.18834144999093,Good,0.0066769513587559,0.0057552865353828,0.3478412007453987,0,Clear,Highway,114.68026559647345,0.0118725771110374,0.1009022252678588,0.2130314504589251,Normal,0
8616.0,Volvo FH,2020.0,Truck,6932.0,Rural,64.64785311763369,62.86480209458087,2024-06-03,Engine Overhaul,5836.845996381082,120.0,27.793924006142003,9.509334048727156,45.0,3.789781743540676,90.54280711050995,Good,0.0,0.0,0.276151185138196,0,Clear,Rural,196.78427523336285,0.0,0.2434364642871384,0.4076746785301484,Normal,0
9119.98761427744,Chevy Silverado,2021.0309984617709,Van,1508.8238033169048,Highway,52.25640581369265,37.31497904732092,2024-06-14,Engine Overhaul,2312.7346949853672,120.0,20.045873679020293,9.529056334568274,45.00155950213966,3.948519208457133,85.12871539491442,Good,-0.0015673882822841,-0.0006786812399776,0.2151423687050387,0,Rainy,Urban,117.4445720220661,0.0547186123679153,0.1012454315554525,0.2153827058786025,Normal,0
47641.0,Chevy Silverado,2022.0,Truck,1295.0,Urban,5.772565048439892,4.243749461979206,2024-05-01,Engine Overhaul,2514.8950800201096,120.0,34.32791448980062,5.0,45.0,1.7476319359537336,65.23554274496935,Fair,0.0,0.0,0.1255957272167802,0,Clear,Urban,41.432670512794665,0.0,0.2158323343984472,0.1652064751514801,Normal,0
40867.0,Ford F-150,2022.0,Van,4582.0,Rural,1.7914956729867355,2.1457061349745947,2023-06-27,Engine Overhaul,4869.871675679648,120.0,35.5525402499437,9.523991193037144,45.0,0.7726212324113099,73.34560593338287,Good,0.0,0.0,0.0418088035425737,0,Clear,Highway,52.86496663610792,0.0,0.1848345373280882,0.2868597138942433,Normal,0
42415.99932022906,Chevy Silverado,2021.03018079838,Van,1365.1693923731143,Highway,18.30298330346397,16.226245521939834,2023-12-11,Engine Overhaul,4939.429918646543,120.0,19.874963749974203,5.015619625467091,49.98188301357567,2.910829993329568,85.2044424171906,Good,0.0017447925557683,0.0032859009728533,0.0595158256611875,0,Clear,Rural,93.06053844088466,0.0710273774497546,0.1003333105713309,0.2732063103575697,Normal,0
29346.574476438236,Ford F-150,2019.0446198931652,Truck,1457.2981837112793,Highway,9.837394850150634,10.503333601755587,2023-07-20,Engine Overhaul,4123.575486537796,120.0,33.76314368652505,20.013932689798267,45.00769439199831,0.2822006511925654,70.23403474690933,Good,-0.0027872298323752,0.0016594781138549,0.2985879314636114,0,Rainy,Highway,30.26568735661937,-0.0719398786104615,0.3005656034340109,0.3841560355704649,Normal,0
76228.24881482356,Ford F-150,2021.9549819829515,Van,7582.79626380748,Urban,14.365813494639609,14.086586651322836,2024-02-13,Engine Overhaul,3202.5774767019147,120.0,46.34128604255503,10.454387206145892,44.99622577278564,2.873908241004705,94.69500508506135,Good,-0.0019179968989345,-0.0065128377516573,0.076675970960652,0,Clear,Highway,107.81570174558678,-0.0003373607388471,0.1258260197365422,0.225142384097177,Normal,0
39995.30440619759,Chevy Silverado,2022.0601206270728,Truck,675.6349405805772,Highway,26.35466671306389,19.979904824088404,2023-10-03,Engine Overhaul,3870.742717348535,120.0,20.31164873627553,19.91407303608018,45.00961324808301,3.523660986618933,68.66832080108215,Fair,-0.0028712143424573,-0.0045684727772409,0.3707993923477768,0,Clear,Urban,42.2840615905544,0.0579446342929252,0.1002577246262373,0.4004598064483531,Normal,0
77891.0,Volvo FH,2020.0,Truck,4544.0,Urban,10.798160734495836,11.734487651062892,2024-04-26,Engine Overhaul,5739.965578035528,120.0,20.0,12.714163385568371,45.0,4.274356676186493,77.71540470414847,Good,0.0,0.0,0.1477157151883475,0,Clear,Rural,30.0,0.0,0.1656009968800775,0.3908522713647381,Normal,0
33420.55798589412,Chevy Silverado,2021.9213998821608,Truck,394.9922361666218,Rural,18.656892921932386,13.9029238708091,2023-11-23,Engine Overhaul,4854.8780409305855,120.0,47.98304027473628,7.516542674782618,50.00518927295942,0.764011923710362,74.57677362097719,Good,0.0104684589069404,-0.0015679984808279,0.2997860752317591,0,Clear,Urban,138.2073085412332,-0.0410814255504597,0.0995043685850089,0.3424042356263663,Normal,0
